Time;Tdry;Iet_h;Iet_n;Igl_h;Idir_n;Idif_h;Tdry_mod;Tdry_Ideal;;;
17/1/2002 02;7,3;0;1414;0;0;0;2,221;-3,847;;;
17/1/2002 03;7,5;0;1414;0;0;0;2,218;-3,381;;;
17/1/2002 04;6,7;0;1414;0;0;0;2,215;-2,615;;;
17/1/2002 05;5,9;0;1414;0;0;0;2,211;-1,602;;;
17/1/2002 06;5,1;0;1414;0;0;0;2,207;-0,411;;;
17/1/2002 07;5,9;0;1414;0;0;0;2,203;0,877;;;
17/1/2002 08;6,7;50;1414;4;0;4;2,199;2,174;;;
17/1/2002 09;7,5;237;1414;26;0;26;2,196;3,392;;;
17/1/2002 10;7,3;393;1414;56;0;56;2,193;4,448;;;
17/1/2002 11;7,2;498;1414;77;0;77;2,19;5,271;;;
17/1/2002 12;7;544;1414;87;0;87;2,188;5,803;;;
17/1/2002 13;7,2;529;1414;108;0;108;2,187;6,009;;;
17/1/2002 14;7,3;452;1414;105;0;105;2,186;5,875;;;
17/1/2002 15;7,5;320;1414;75;0;75;2,185;5,41;;;
17/1/2002 16;7,3;141;1414;24;0;24;2,184;4,645;;;
17/1/2002 17;7,2;3;1414;1;0;1;2,182;3,633;;;
17/1/2002 18;7;0;1414;0;0;0;2,18;2,442;;;
17/1/2002 19;6,6;0;1414;0;0;0;2,178;1,154;;;
17/1/2002 20;6,3;0;1414;0;0;0;2,176;-0,144;;;
17/1/2002 21;5,9;0;1414;0;0;0;2,173;-1,364;;;
17/1/2002 22;5,2;0;1414;0;0;0;2,17;-2,422;;;
17/1/2002 23;4,4;0;1414;0;0;0;2,167;-3,246;;;
18/1/2002 00;3,7;0;1413;0;0;0;2,163;-3,781;;;
18/1/2002 01;3,4;0;1413;0;0;0;2,159;-3,99;;;
18/1/2002 02;3,2;0;1413;0;0;0;2,154;-3,859;;;
18/1/2002 03;2,9;0;1413;0;0;0;2,149;-3,396;;;
18/1/2002 04;1,8;0;1413;0;0;0;2,143;-2,634;;;
18/1/2002 05;0,8;0;1413;0;0;0;2,138;-1,624;;;
18/1/2002 06;-0,3;0;1413;0;0;0;2,132;-0,434;;;
18/1/2002 07;0,4;0;1413;0;0;0;2,127;0,853;;;
18/1/2002 08;1,1;52;1413;15;0;15;2,123;2,151;;;
18/1/2002 09;1,8;240;1413;107;64;97;2,119;3,371;;;
18/1/2002 10;2,9;397;1413;224;459;95;2,117;4,43;;;
18/1/2002 11;4;502;1413;310;626;86;2,115;5,255;;;
18/1/2002 12;5,1;549;1413;346;667;86;2,115;5,792;;;
18/1/2002 13;5,2;533;1413;325;591;101;2,115;6,002;;;
18/1/2002 14;5,3;457;1413;253;411;119;2,115;5,872;;;
18/1/2002 15;5,4;325;1413;147;228;94;2,116;5,411;;;
18/1/2002 16;4;146;1413;40;19;38;2,117;4,65;;;
18/1/2002 17;2,6;4;1413;1;0;1;2,117;3,64;;;
18/1/2002 18;1,2;0;1413;0;0;0;2,116;2,451;;;
18/1/2002 19;0,9;0;1413;0;0;0;2,115;1,164;;;
18/1/2002 20;0,7;0;1413;0;0;0;2,113;-0,134;;;
18/1/2002 21;0,4;0;1413;0;0;0;2,11;-1,355;;;
18/1/2002 22;-0,3;0;1413;0;0;0;2,107;-2,416;;;
18/1/2002 23;-1,1;0;1413;0;0;0;2,103;-3,244;;;
19/1/2002 00;-1,8;0;1413;0;0;0;2,099;-3,782;;;
19/1/2002 01;-2,1;0;1413;0;0;0;2,095;-3,995;;;
19/1/2002 02;-2,5;0;1413;0;0;0;2,09;-3,868;;;
19/1/2002 03;-2,8;0;1413;0;0;0;2,085;-3,409;;;
19/1/2002 04;-2,1;0;1413;0;0;0;2,081;-2,65;;;
19/1/2002 05;-1,3;0;1413;0;0;0;2,076;-1,642;;;
19/1/2002 06;-0,6;0;1413;0;0;0;2,072;-0,454;;;
19/1/2002 07;-0,7;0;1413;0;0;0;2,069;0,833;;;
19/1/2002 08;-0,8;54;1413;4;0;4;2,066;2,131;;;
19/1/2002 09;-0,9;243;1413;28;0;28;2,065;3,353;;;
19/1/2002 10;-0,8;400;1413;57;0;57;2,065;4,414;;;
19/1/2002 11;-0,7;506;1413;79;0;79;2,066;5,243;;;
19/1/2002 12;-0,6;553;1413;90;0;90;2,068;5,783;;;
19/1/2002 13;-0,4;538;1413;86;0;86;2,071;5,998;;;
19/1/2002 14;-0,1;462;1413;70;0;70;2,075;5,872;;;
19/1/2002 15;0,1;330;1413;43;0;43;2,079;5,415;;;
19/1/2002 16;0,2;151;1413;13;0;13;2,083;4,657;;;
19/1/2002 17;0,2;5;1413;0;0;0;2,086;3,651;;;
19/1/2002 18;0,3;0;1413;0;0;0;2,088;2,464;;;
19/1/2002 19;0,4;0;1413;0;0;0;2,089;1,177;;;
19/1/2002 20;0,5;0;1413;0;0;0;2,089;-0,122;;;
19/1/2002 21;0,6;0;1413;0;0;0;2,089;-1,344;;;
19/1/2002 22;1,4;0;1413;0;0;0;2,088;-2,407;;;
19/1/2002 23;2,3;0;1413;0;0;0;2,088;-3,238;;;
20/1/2002 00;3,1;0;1413;0;0;0;2,088;-3,78;;;
20/1/2002 01;2,9;0;1413;0;0;0;2,088;-3,997;;;
20/1/2002 02;2,6;0;1413;0;0;0;2,089;-3,873;;;
20/1/2002 03;2,4;0;1413;0;0;0;2,09;-3,418;;;
20/1/2002 04;2,8;0;1413;0;0;0;2,09;-2,662;;;
20/1/2002 05;3,1;0;1413;0;0;0;2,091;-1,657;;;
20/1/2002 06;3,5;0;1413;0;0;0;2,091;-0,471;;;
20/1/2002 07;3,3;0;1413;0;0;0;2,092;0,815;;;
20/1/2002 08;3,1;56;1413;6;0;6;2,093;2,114;;;
20/1/2002 09;2,9;246;1413;51;0;51;2,094;3,337;;;
20/1/2002 10;3;404;1413;91;0;91;2,095;4,401;;;
20/1/2002 11;3,1;510;1413;104;0;104;2,097;5,234;;;
20/1/2002 12;3,2;557;1413;90;0;90;2,1;5,778;;;
20/1/2002 13;3,1;543;1413;113;0;113;2,102;5,997;;;
20/1/2002 14;2,9;467;1413;111;0;111;2,105;5,875;;;
20/1/2002 15;2,8;335;1413;81;0;81;2,108;5,422;;;
20/1/2002 16;2,6;156;1413;22;0;22;2,11;4,668;;;
20/1/2002 17;2,4;7;1413;1;0;1;2,112;3,664;;;
20/1/2002 18;2,2;0;1413;0;0;0;2,113;2,479;;;
20/1/2002 19;2;0;1413;0;0;0;2,114;1,193;;;
20/1/2002 20;1,9;0;1413;0;0;0;2,114;-0,106;;;
20/1/2002 21;1,7;0;1413;0;0;0;2,114;-1,33;;;
20/1/2002 22;1,6;0;1413;0;0;0;2,113;-2,395;;;
20/1/2002 23;1,6;0;1413;0;0;0;2,112;-3,229;;;
21/1/2002 00;1,5;0;1413;0;0;0;2,11;-3,775;;;
21/1/2002 01;1,1;0;1413;0;0;0;2,108;-3,995;;;
21/1/2002 02;0,7;0;1413;0;0;0;2,106;-3,876;;;
21/1/2002 03;0,3;0;1413;0;0;0;2,103;-3,425;;;
21/1/2002 04;0,2;0;1413;0;0;0;2,101;-2,672;;;
21/1/2002 05;0,2;0;1413;0;0;0;2,098;-1,669;;;
21/1/2002 06;0,1;0;1413;0;0;0;2,096;-0,485;;;
21/1/2002 07;0,1;0;1413;0;0;0;2,095;0,801;;;
21/1/2002 08;0,1;58;1413;4;0;4;2,095;2,1;;;
21/1/2002 09;0,1;250;1413;29;0;29;2,095;3,325;;;
21/1/2002 10;0,3;408;1413;59;0;59;2,096;4,391;;;
21/1/2002 11;0,4;514;1413;81;0;81;2,097;5,227;;;
21/1/2002 12;0,6;562;1413;91;0;91;2,099;5,775;;;
21/1/2002 13;0,7;548;1413;88;0;88;2,102;5,998;;;
21/1/2002 14;0,8;472;1413;72;0;72;2,104;5,881;;;
21/1/2002 15;0,9;340;1413;45;0;45;2,106;5,432;;;
21/1/2002 16;0,8;161;1413;15;0;15;2,108;4,681;;;
21/1/2002 17;0,8;8;1413;1;0;1;2,109;3,68;;;
21/1/2002 18;0,7;0;1413;0;0;0;2,11;2,497;;;
21/1/2002 19;0,7;0;1413;0;0;0;2,11;1,212;;;
21/1/2002 20;0,7;0;1413;0;0;0;2,111;-0,087;;;
21/1/2002 21;0,7;0;1413;0;0;0;2,111;-1,312;;;
21/1/2002 22;0,7;0;1413;0;0;0;2,111;-2,38;;;
21/1/2002 23;0,6;0;1413;0;0;0;2,111;-3,217;;;
22/1/2002 00;0,6;0;1412;0;0;0;2,111;-3,766;;;
22/1/2002 01;0,7;0;1412;0;0;0;2,111;-3,991;;;
22/1/2002 02;0,7;0;1412;0;0;0;2,111;-3,876;;;
22/1/2002 03;0,8;0;1412;0;0;0;2,11;-3,428;;;
22/1/2002 04;0,8;0;1412;0;0;0;2,11;-2,679;;;
22/1/2002 05;0,8;0;1412;0;0;0;2,109;-1,678;;;
22/1/2002 06;0,8;0;1412;0;0;0;2,108;-0,496;;;
22/1/2002 07;1,3;0;1412;0;0;0;2,107;0,79;;;
22/1/2002 08;1,8;61;1412;6;0;6;2,106;2,089;;;
22/1/2002 09;2,3;253;1412;29;0;29;2,106;3,316;;;
22/1/2002 10;2,7;412;1412;68;0;68;2,107;4,384;;;
22/1/2002 11;3,1;519;1412;105;0;105;2,108;5,223;;;
22/1/2002 12;3,5;567;1412;131;0;131;2,11;5,775;;;
22/1/2002 13;4,1;553;1412;139;1;138;2,113;6,003;;;
22/1/2002 14;4,6;477;1412;123;2;123;2,115;5,89;;;
22/1/2002 15;5,2;346;1412;84;0;84;2,119;5,445;;;
22/1/2002 16;5,3;167;1412;28;0;28;2,121;4,698;;;
22/1/2002 17;5,4;10;1412;1;0;1;2,123;3,699;;;
22/1/2002 18;5,5;0;1412;0;0;0;2,124;2,518;;;
22/1/2002 19;5,3;0;1412;0;0;0;2,124;1,234;;;
22/1/2002 20;5;0;1412;0;0;0;2,124;-0,066;;;
22/1/2002 21;4,8;0;1412;0;0;0;2,123;-1,292;;;
22/1/2002 22;4,9;0;1412;0;0;0;2,122;-2,362;;;
22/1/2002 23;4,9;0;1412;0;0;0;2,12;-3,202;;;
23/1/2002 00;5;0;1412;0;0;0;2,118;-3,755;;;
23/1/2002 01;4,2;0;1412;0;0;0;2,115;-3,984;;;
23/1/2002 02;3,5;0;1412;0;0;0;2,112;-3,872;;;
23/1/2002 03;2,7;0;1412;0;0;0;2,11;-3,428;;;
23/1/2002 04;2,1;0;1412;0;0;0;2,107;-2,682;;;
23/1/2002 05;1,5;0;1412;0;0;0;2,104;-1,685;;;
23/1/2002 06;0,9;0;1412;0;0;0;2,101;-0,503;;;
23/1/2002 07;1,6;0;1412;0;0;0;2,098;0,781;;;
23/1/2002 08;2,3;63;1412;8;0;8;2,097;2,081;;;
23/1/2002 09;3;257;1412;30;0;30;2,096;3,309;;;
23/1/2002 10;3,5;416;1412;60;0;60;2,097;4,38;;;
23/1/2002 11;4,1;523;1412;83;0;83;2,097;5,223;;;
23/1/2002 12;4,6;572;1412;93;0;93;2,099;5,779;;;
23/1/2002 13;3,9;558;1412;90;0;90;2,1;6,01;;;
23/1/2002 14;3,2;483;1412;74;0;74;2,102;5,902;;;
23/1/2002 15;2,5;351;1412;47;0;47;2,105;5,46;;;
23/1/2002 16;3,3;172;1412;16;0;16;2,106;4,717;;;
23/1/2002 17;4,1;11;1412;1;0;1;2,108;3,721;;;
23/1/2002 18;4,9;0;1412;0;0;0;2,108;2,542;;;
23/1/2002 19;5,3;0;1412;0;0;0;2,108;1,258;;;
23/1/2002 20;5,7;0;1412;0;0;0;2,107;-0,041;;;
23/1/2002 21;6,1;0;1412;0;0;0;2,106;-1,269;;;
23/1/2002 22;5,5;0;1412;0;0;0;2,104;-2,341;;;
23/1/2002 23;4,8;0;1412;0;0;0;2,102;-3,184;;;
24/1/2002 00;4,2;0;1412;0;0;0;2,099;-3,741;;;
24/1/2002 01;3,7;0;1412;0;0;0;2,097;-3,973;;;
24/1/2002 02;3,2;0;1412;0;0;0;2,094;-3,866;;;
24/1/2002 03;2,7;0;1412;0;0;0;2,091;-3,426;;;
24/1/2002 04;2,6;0;1412;0;0;0;2,088;-2,683;;;
24/1/2002 05;2,4;0;1412;0;0;0;2,086;-1,688;;;
24/1/2002 06;2,3;0;1412;0;0;0;2,083;-0,508;;;
24/1/2002 07;2;0;1412;0;0;0;2,082;0,775;;;
24/1/2002 08;1,6;66;1412;7;0;7;2,081;2,076;;;
24/1/2002 09;1,3;261;1412;56;0;56;2,08;3,305;;;
24/1/2002 10;1,8;420;1412;96;0;96;2,081;4,379;;;
24/1/2002 11;2,3;528;1412;109;0;109;2,083;5,225;;;
24/1/2002 12;2,8;577;1412;95;0;95;2,085;5,785;;;
24/1/2002 13;2,2;563;1412;92;0;92;2,088;6,02;;;
24/1/2002 14;1,5;488;1412;75;0;75;2,092;5,916;;;
24/1/2002 15;0,9;356;1412;48;0;48;2,097;5,479;;;
24/1/2002 16;1,2;178;1412;17;0;17;2,102;4,739;;;
24/1/2002 17;1,6;13;1412;1;0;1;2,105;3,746;;;
24/1/2002 18;1,9;0;1412;0;0;0;2,108;2,569;;;
24/1/2002 19;1,6;0;1412;0;0;0;2,11;1,286;;;
24/1/2002 20;1,2;0;1412;0;0;0;2,111;-0,014;;;
24/1/2002 21;0,9;0;1412;0;0;0;2,11;-1,243;;;
24/1/2002 22;1,3;0;1412;0;0;0;2,109;-2,317;;;
24/1/2002 23;1,8;0;1412;0;0;0;2,108;-3,163;;;
25/1/2002 00;2,2;0;1411;0;0;0;2,106;-3,723;;;
25/1/2002 01;1,6;0;1411;0;0;0;2,104;-3,96;;;
25/1/2002 02;1,1;0;1411;0;0;0;2,102;-3,857;;;
25/1/2002 03;0,5;0;1411;0;0;0;2,1;-3,42;;;
25/1/2002 04;0,1;0;1411;0;0;0;2,097;-2,681;;;
25/1/2002 05;-0,2;0;1411;0;0;0;2,094;-1,688;;;
25/1/2002 06;-0,6;0;1411;0;0;0;2,092;-0,51;;;
25/1/2002 07;0,2;0;1411;0;0;0;2,09;0,773;;;
25/1/2002 08;1,1;69;1411;18;0;18;2,089;2,074;;;
25/1/2002 09;1,9;265;1411;108;247;61;2,089;3,305;;;
25/1/2002 10;2;425;1411;207;320;110;2,092;4,381;;;
25/1/2002 11;2,1;533;1411;271;257;174;2,094;5,23;;;
25/1/2002 12;2,2;582;1411;291;229;196;2,097;5,794;;;
25/1/2002 13;2,5;569;1411;320;368;171;2,101;6,034;;;
25/1/2002 14;2,9;494;1411;285;426;136;2,106;5,934;;;
25/1/2002 15;3,2;362;1411;193;346;104;2,112;5,501;;;
25/1/2002 16;1,8;183;1411;70;155;49;2,117;4,764;;;
25/1/2002 17;0,3;15;1411;4;0;4;2,122;3,774;;;
25/1/2002 18;-1,1;0;1411;0;0;0;2,125;2,598;;;
25/1/2002 19;-2,4;0;1411;0;0;0;2,128;1,317;;;
25/1/2002 20;-3,7;0;1411;0;0;0;2,129;0,017;;;
25/1/2002 21;-5;0;1411;0;0;0;2,13;-1,213;;;
25/1/2002 22;-5;0;1411;0;0;0;2,13;-2,29;;;
25/1/2002 23;-5,1;0;1411;0;0;0;2,13;-3,139;;;
26/1/2002 00;-5,1;0;1411;0;0;0;2,129;-3,703;;;
26/1/2002 01;-5,7;0;1411;0;0;0;2,128;-3,943;;;
26/1/2002 02;-6,2;0;1411;0;0;0;2,126;-3,844;;;
26/1/2002 03;-6,8;0;1411;0;0;0;2,125;-3,412;;;
26/1/2002 04;-6,2;0;1411;0;0;0;2,123;-2,676;;;
26/1/2002 05;-5,6;0;1411;0;0;0;2,122;-1,686;;;
26/1/2002 06;-5;0;1411;0;0;0;2,121;-0,509;;;
26/1/2002 07;-4,5;0;1411;0;0;0;2,12;0,773;;;
26/1/2002 08;-4,1;72;1411;5;0;5;2,12;2,075;;;
26/1/2002 09;-3,6;269;1411;32;0;32;2,12;3,307;;;
26/1/2002 10;-2,8;429;1411;63;0;63;2,121;4,386;;;
26/1/2002 11;-1,9;538;1411;86;0;86;2,124;5,238;;;
26/1/2002 12;-1,1;587;1411;97;0;97;2,128;5,806;;;
26/1/2002 13;-0,9;574;1411;94;0;94;2,132;6,05;;;
26/1/2002 14;-0,7;499;1411;78;0;78;2,137;5,954;;;
26/1/2002 15;-0,5;368;1411;51;0;51;2,142;5,525;;;
26/1/2002 16;-0,7;189;1411;19;0;19;2,146;4,792;;;
26/1/2002 17;-0,9;17;1411;1;0;1;2,151;3,805;;;
26/1/2002 18;-1,1;0;1411;0;0;0;2,155;2,631;;;
26/1/2002 19;-1;0;1411;0;0;0;2,158;1,35;;;
26/1/2002 20;-0,8;0;1411;0;0;0;2,159;0,05;;;
26/1/2002 21;-0,7;0;1411;0;0;0;2,16;-1,181;;;
26/1/2002 22;-0,6;0;1411;0;0;0;2,159;-2,26;;;
26/1/2002 23;-0,5;0;1411;0;0;0;2,159;-3,112;;;
27/1/2002 00;-0,4;0;1411;0;0;0;2,158;-3,679;;;
27/1/2002 01;-0,3;0;1411;0;0;0;2,157;-3,924;;;
27/1/2002 02;-0,3;0;1411;0;0;0;2,155;-3,829;;;
27/1/2002 03;-0,2;0;1411;0;0;0;2,154;-3,4;;;
27/1/2002 04;-0,2;0;1411;0;0;0;2,152;-2,667;;;
27/1/2002 05;-0,1;0;1411;0;0;0;2,149;-1,68;;;
27/1/2002 06;-0,1;0;1411;0;0;0;2,147;-0,505;;;
27/1/2002 07;0;0;1411;0;0;0;2,146;0,777;;;
27/1/2002 08;0,1;75;1411;5;0;5;2,146;2,079;;;
27/1/2002 09;0,2;273;1411;32;0;32;2,148;3,312;;;
27/1/2002 10;0,4;434;1411;64;0;64;2,151;4,394;;;
27/1/2002 11;0,5;543;1411;87;0;87;2,155;5,249;;;
27/1/2002 12;0,7;593;1411;98;0;98;2,16;5,82;;;
27/1/2002 13;1;580;1411;95;0;95;2,166;6,069;;;
27/1/2002 14;1,3;505;1411;79;0;79;2,172;5,977;;;
27/1/2002 15;1,6;374;1411;51;0;51;2,178;5,552;;;
27/1/2002 16;1,6;195;1411;19;0;19;2,184;4,823;;;
27/1/2002 17;1,5;19;1411;1;0;1;2,189;3,839;;;
27/1/2002 18;1,5;0;1411;0;0;0;2,193;2,667;;;
27/1/2002 19;0,1;0;1411;0;0;0;2,196;1,387;;;
27/1/2002 20;-1,2;0;1411;0;0;0;2,198;0,087;;;
27/1/2002 21;-2,6;0;1411;0;0;0;2,199;-1,146;;;
27/1/2002 22;-1,9;0;1411;0;0;0;2,2;-2,227;;;
27/1/2002 23;-1,2;0;1411;0;0;0;2,2;-3,082;;;
28/1/2002 00;-0,5;0;1410;0;0;0;2,199;-3,653;;;
28/1/2002 01;-0,5;0;1410;0;0;0;2,198;-3,902;;;
28/1/2002 02;-0,4;0;1410;0;0;0;2,197;-3,811;;;
28/1/2002 03;-0,4;0;1410;0;0;0;2,195;-3,386;;;
28/1/2002 04;-0,1;0;1410;0;0;0;2,193;-2,656;;;
28/1/2002 05;0,3;0;1410;0;0;0;2,191;-1,671;;;
28/1/2002 06;0,6;0;1410;0;0;0;2,19;-0,498;;;
28/1/2002 07;1;0;1410;0;0;0;2,19;0,783;;;
28/1/2002 08;1,5;79;1410;9;0;9;2,191;2,085;;;
28/1/2002 09;1,9;278;1410;60;0;60;2,194;3,321;;;
28/1/2002 10;2,5;439;1410;133;15;129;2,197;4,404;;;
28/1/2002 11;3,1;548;1410;201;45;183;2,203;5,263;;;
28/1/2002 12;3,7;598;1410;247;71;217;2,209;5,838;;;
28/1/2002 13;4,5;585;1410;305;283;187;2,217;6,091;;;
28/1/2002 14;5,2;511;1410;290;399;145;2,224;6,003;;;
28/1/2002 15;6;379;1410;205;354;109;2,232;5,583;;;
28/1/2002 16;4,5;200;1410;73;86;61;2,238;4,857;;;
28/1/2002 17;3,1;22;1410;5;0;5;2,244;3,875;;;
28/1/2002 18;1,6;0;1410;0;0;0;2,248;2,705;;;
28/1/2002 19;2,2;0;1410;0;0;0;2,251;1,427;;;
28/1/2002 20;2,9;0;1410;0;0;0;2,254;0,126;;;
28/1/2002 21;3,5;0;1410;0;0;0;2,257;-1,108;;;
28/1/2002 22;3,1;0;1410;0;0;0;2,259;-2,191;;;
28/1/2002 23;2,6;0;1410;0;0;0;2,261;-3,049;;;
29/1/2002 00;2,2;0;1410;0;0;0;2,262;-3,624;;;
29/1/2002 01;1,6;0;1410;0;0;0;2,262;-3,876;;;
29/1/2002 02;1;0;1410;0;0;0;2,263;-3,789;;;
29/1/2002 03;0,4;0;1410;0;0;0;2,263;-3,368;;;
29/1/2002 04;-0,3;0;1410;0;0;0;2,262;-2,642;;;
29/1/2002 05;-1,1;0;1410;0;0;0;2,262;-1,66;;;
29/1/2002 06;-1,8;0;1410;0;0;0;2,261;-0,489;;;
29/1/2002 07;-1,6;0;1410;0;0;0;2,262;0,792;;;
29/1/2002 08;-1,5;82;1410;23;0;23;2,263;2,095;;;
29/1/2002 09;-1,3;282;1410;133;206;91;2,266;3,332;;;
29/1/2002 10;0,6;444;1410;233;308;136;2,27;4,418;;;
29/1/2002 11;2,5;553;1410;256;170;189;2,275;5,28;;;
29/1/2002 12;4,4;604;1410;183;14;177;2,281;5,859;;;
29/1/2002 13;4,8;591;1410;202;11;197;2,288;6,115;;;
29/1/2002 14;5,2;517;1410;187;80;157;2,296;6,032;;;
29/1/2002 15;5,6;385;1410;135;73;115;2,305;5,616;;;
29/1/2002 16;4,7;206;1410;48;0;48;2,312;4,893;;;
29/1/2002 17;3,9;24;1410;4;0;4;2,319;3,915;;;
29/1/2002 18;3;0;1410;0;0;0;2,324;2,747;;;
29/1/2002 19;3,3;0;1410;0;0;0;2,328;1,469;;;
29/1/2002 20;3,6;0;1410;0;0;0;2,331;0,168;;;
29/1/2002 21;3,9;0;1410;0;0;0;2,333;-1,067;;;
29/1/2002 22;3,3;0;1410;0;0;0;2,335;-2,152;;;
29/1/2002 23;2,8;0;1410;0;0;0;2,336;-3,013;;;
30/1/2002 00;2,2;0;1410;0;0;0;2,336;-3,592;;;
30/1/2002 01;2,2;0;1410;0;0;0;2,336;-3,848;;;
30/1/2002 02;2,2;0;1410;0;0;0;2,336;-3,765;;;
30/1/2002 03;2,2;0;1410;0;0;0;2,335;-3,348;;;
30/1/2002 04;2,1;0;1410;0;0;0;2,334;-2,625;;;
30/1/2002 05;1,9;0;1410;0;0;0;2,334;-1,645;;;
30/1/2002 06;1,8;0;1410;0;0;0;2,333;-0,476;;;
30/1/2002 07;1,9;0;1410;0;0;0;2,333;0,804;;;
30/1/2002 08;1,9;86;1410;10;0;10;2,334;2,107;;;
30/1/2002 09;2;287;1410;63;0;63;2,337;3,345;;;
30/1/2002 10;2,9;449;1410;130;4;128;2,341;4,434;;;
30/1/2002 11;3,8;559;1410;186;55;164;2,347;5,299;;;
30/1/2002 12;4,7;609;1410;220;72;189;2,354;5,882;;;
30/1/2002 13;4,5;597;1410;225;89;188;2,362;6,143;;;
30/1/2002 14;4,3;523;1410;197;84;166;2,37;6,064;;;
30/1/2002 15;4,1;391;1410;137;72;117;2,378;5,652;;;
30/1/2002 16;3,7;212;1410;67;37;61;2,386;4,933;;;
30/1/2002 17;3,4;27;1410;7;0;7;2,392;3,957;;;
30/1/2002 18;3;0;1410;0;0;0;2,398;2,791;;;
30/1/2002 19;2,5;0;1410;0;0;0;2,403;1,514;;;
30/1/2002 20;2,1;0;1410;0;0;0;2,407;0,213;;;
30/1/2002 21;1,6;0;1410;0;0;0;2,41;-1,023;;;
30/1/2002 22;1,8;0;1410;0;0;0;2,412;-2,11;;;
30/1/2002 23;2;0;1410;0;0;0;2,414;-2,974;;;
31/1/2002 00;2,2;0;1409;0;0;0;2,415;-3,556;;;
31/1/2002 01;2,5;0;1409;0;0;0;2,415;-3,817;;;
31/1/2002 02;2,8;0;1409;0;0;0;2,416;-3,738;;;
31/1/2002 03;3,1;0;1409;0;0;0;2,416;-3,324;;;
31/1/2002 04;2,5;0;1409;0;0;0;2,416;-2,605;;;
31/1/2002 05;1,9;0;1409;0;0;0;2,416;-1,628;;;
31/1/2002 06;1,3;0;1409;0;0;0;2,416;-0,46;;;
31/1/2002 07;1,7;0;1409;0;0;0;2,416;0,819;;;
31/1/2002 08;2;90;1409;10;0;10;2,418;2,123;;;
31/1/2002 09;2,4;292;1409;65;0;65;2,421;3,362;;;
31/1/2002 10;3,3;454;1409;123;4;122;2,425;4,453;;;
31/1/2002 11;4,1;564;1409;166;8;163;2,429;5,322;;;
31/1/2002 12;5;615;1409;187;10;182;2,434;5,908;;;
31/1/2002 13;4,9;603;1409;182;10;178;2,438;6,174;;;
31/1/2002 14;4,9;529;1409;152;7;149;2,443;6,099;;;
31/1/2002 15;4,8;397;1409;102;1;102;2,449;5,691;;;
31/1/2002 16;4,6;218;1409;42;0;42;2,453;4,975;;;
31/1/2002 17;4,4;30;1409;4;0;4;2,457;4,003;;;
31/1/2002 18;4,3;0;1409;0;0;0;2,461;2,839;;;
31/1/2002 19;4,2;0;1409;0;0;0;2,464;1,563;;;
31/1/2002 20;4,1;0;1409;0;0;0;2,466;0,261;;;
31/1/2002 21;3,9;0;1409;0;0;0;2,467;-0,976;;;
31/1/2002 22;3,7;0;1409;0;0;0;2,467;-2,065;;;
31/1/2002 23;3,4;0;1409;0;0;0;2,468;-2,932;;;
1/2/2002 00;3,2;0;1409;0;0;0;2,467;-3,518;;;
1/2/2002 01;2,9;0;1409;0;0;0;2,467;-3,783;;;
1/2/2002 02;2,8;0;1409;0;0;0;2,466;-3,707;;;
1/2/2002 03;2,7;0;1409;0;0;0;2,464;-3,298;;;
1/2/2002 04;2,7;0;1409;0;0;0;2,463;-2,582;;;
1/2/2002 05;2,7;0;1409;0;0;0;2,462;-1,607;;;
1/2/2002 06;3,5;0;1409;0;0;0;2,46;-0,441;;;
1/2/2002 07;4,1;0;1409;0;0;0;2,46;0,837;;;
1/2/2002 08;4,8;94;1409;32;102;25;2,461;2,141;;;
1/2/2002 09;5,4;297;1409;149;285;89;2,463;3,382;;;
1/2/2002 10;5,9;460;1409;270;569;84;2,467;4,475;;;
1/2/2002 11;6,3;570;1409;358;650;94;2,472;5,347;;;
1/2/2002 12;6,8;621;1409;399;684;97;2,478;5,938;;;
1/2/2002 13;6,6;609;1409;403;731;86;2,485;6,207;;;
1/2/2002 14;6,5;535;1409;349;735;69;2,493;6,137;;;
1/2/2002 15;6,3;404;1409;244;618;66;2,501;5,732;;;
1/2/2002 16;5,9;224;1409;101;259;59;2,508;5,021;;;
1/2/2002 17;5,5;33;1409;9;0;9;2,514;4,051;;;
1/2/2002 18;5,1;0;1409;0;0;0;2,52;2,889;;;
1/2/2002 19;4,7;0;1409;0;0;0;2,526;1,614;;;
1/2/2002 20;4,3;0;1409;0;0;0;2,531;0,313;;;
1/2/2002 21;3,9;0;1409;0;0;0;2,536;-0,926;;;
1/2/2002 22;3,6;0;1409;0;0;0;2,54;-2,018;;;
1/2/2002 23;3,4;0;1409;0;0;0;2,545;-2,888;;;
2/2/2002 00;3,1;0;1408;0;0;0;2,549;-3,477;;;
2/2/2002 01;3;0;1408;0;0;0;2,553;-3,745;;;
2/2/2002 02;2,8;0;1408;0;0;0;2,557;-3,674;;;
2/2/2002 03;2,7;0;1408;0;0;0;2,561;-3,269;;;
2/2/2002 04;2,5;0;1408;0;0;0;2,565;-2,556;;;
2/2/2002 05;2,3;0;1408;0;0;0;2,568;-1,584;;;
2/2/2002 06;2,1;0;1408;0;0;0;2,57;-0,42;;;
2/2/2002 07;2,1;0;1408;0;0;0;2,573;0,858;;;
2/2/2002 08;2;99;1408;9;0;9;2,576;2,162;;;
2/2/2002 09;2;302;1408;41;0;41;2,579;3,405;;;
